"92","66","500","2002-12-06 07:38:55","9"
"93","95","479","1980-01-22 17:24:31","6"
"94","94","1036","1990-06-17 11:42:51","8"
"95","127","1719","2012-03-18 00:31:53","10"
"96","199","206","1993-08-25 13:33:09","10"
"97","185","1415","1985-06-18 17:09:56","4"
"98","190","1924","1992-07-29 08:43:43","8"
"99","158","1252","1985-04-06 09:07:01","2"
"100","5","1610","1982-03-30 03:20:35","7"
"101","14","863","2023-09-05 00:16:54","10"
"102","22","1312","1971-12-21 14:56:05","8"
"103","88","805","1982-03-14 11:48:21","2"
"104","154","1744","1978-08-19 18:15:50","2"
"105","89","1322","1997-03-23 19:31:18","2"
"106","75","289","2022-03-08 02:35:49","1"
"107","161","456","1982-11-08 17:06:02","9"
"108","135","1814","2022-09-25 02:16:09","2"
"109","21","1488","1970-03-06 11:23:51","8"
"110","26","95","1993-09-07 06:39:15","3"
"111","186","1044","2013-03-24 09:38:50","3"
"112","180","1513","2015-09-12 02:55:54","4"
"113","96","1012","2007-09-20 10:24:04","1"
"114","140","294","1998-08-25 14:04:00","4"
"115","22","100","2008-05-16 02:41:10","3"
"116","45","1834","1980-01-08 16:57:28","2"
"117","146","149","2018-07-29 12:55:14","8"
"118","113","1435","1997-03-13 04:14:51","2"
"119","82","1335","2017-03-05 07:06:44","1"
"120","135","92","2006-02-02 04:58:29","3"
"121","86","638","2006-05-24 08:25:01","1"
"122","150","545","2008-05-17 03:33:43","1"
"123","7","875","2005-10-31 17:49:19","10"
"124","155","771","1985-09-11 18:42:09","8"
"125","147","247","1982-05-17 20:07:13","9"
"126","74","1955","1981-06-14 02:56:06","2"
"127","123","12","1982-07-20 11:51:25","7"
"128","163","1125","1982-01-30 03:10:55","10"
"129","190","1678","1993-08-24 20:17:23","6"
"130","52","1557","2000-08-07 15:29:51","9"
"131","168","1706","2004-03-30 02:22:27","6"
"132","77","503","1978-09-11 20:34:43","10"
"133","101","1970","1988-03-03 12:22:24","5"
"134","39","1426","2018-06-18 20:39:27","10"
"135","48","704","1997-01-07 01:19:11","1"
"136","3","1645","2023-12-27 02:01:20","4"
"137","13","1079","1982-03-28 19:55:39","9"
"138","71","1124","2012-08-02 07:09:09","2"
"139","192","1007","1982-07-08 19:39:30","5"
"140","127","307","1976-02-13 15:45:44","2"
"141","172","403","1993-05-28 05:46:28","2"
"142","110","997","2009-05-11 04:45:27","8"
"143","121","533","1985-12-28 04:12:12","5"
"144","90","1187","1970-08-19 14:50:40","7"
"145","152","491","1975-03-25 18:41:24","7"
"146","79","597","2002-06-30 16:21:34","1"
"147","48","1915","2009-10-08 07:23:13","3"
"148","27","1188","1989-04-29 18:47:00","4"
"149","116","872","1993-12-15 03:22:19","4"
"150","111","414","1999-11-11 20:07:16","3"
"151","192","1567","2018-07-09 19:14:54","7"
"152","86","145","2020-06-17 08:12:29","4"
"153","29","1814","1990-06-10 22:48:14","9"
"154","154","98","2000-01-24 20:14:55","6"
"155","38","214","2019-12-04 03:56:27","7"
"156","155","1246","2024-07-11 07:28:47","3"
"157","46","1802","2010-08-09 07:29:05","10"
"158","190","1809","2001-12-28 12:12:09","1"
"159","19","1312","1993-01-23 09:55:20","9"
"160","36","1654","1984-07-26 00:09:23","7"
"161","174","1169","2021-08-10 19:17:36","3"
"162","56","1772","2006-10-13 05:08:08","7"
"163","127","626","2019-06-08 13:20:36","10"
"164","80","1907","2008-09-30 12:51:44","4"
"165","153","1650","1975-05-14 23:47:53","7"
"166","92","613","2002-08-17 17:08:03","10"
"167","46","1393","2016-09-26 00:10:39","5"
"168","150","217","2020-11-26 17:51:34","4"
"169","153","193","2008-04-18 13:21:27","2"
"170","154","1695","1992-08-09 17:17:21","5"
"171","197","1785","1985-05-22 15:57:30","7"
"172","113","1325","1976-12-29 10:37:32","7"
"173","113","304","2005-01-18 16:18:07","1"
"174","145","1335","1986-05-15 23:03:09","3"
"175","128","584","2006-12-24 21:12:16","4"
"176","26","1708","2000-07-02 08:51:37","4"
"177","57","1135","2019-01-22 05:52:10","3"
"178","154","75","1986-03-08 08:56:15","5"
"179","160","1986","1991-06-29 13:33:14","8"
"180","34","641","1986-01-07 01:37:19","9"
"181","143","933","1978-01-03 07:46:40","5"
"182","29","1397","2021-11-26 16:51:55","5"
"183","110","357","1980-11-16 15:13:05","9"
"184","36","800","1997-05-13 05:29:10","8"
"185","152","1601","2002-03-03 09:06:18","1"
"186","176","353","2003-12-23 14:35:17","2"
"187","53","248","2023-09-07 22:31:28","3"
"188","150","774","1993-01-27 11:50:00","8"
"189","129","1716","2015-05-03 05:33:24","2"
"190","88","1926","2004-03-15 00:16:53","2"
"191","142","645","1979-10-23 03:55:08","9"
"192","66","573","1977-04-20 03:56:30","6"
"193","195","1057","1977-01-22 15:09:14","8"
"194","0","1635","2011-11-02 22:35:02","8"
"195","56","616","1982-07-08 07:52:20","4"
"196","58","871","1997-09-21 18:46:14","1"
"197","78","1839","2016-10-08 13:37:46","6"
"198","142","598","2023-12-17 12:05:26","1"
"199","35","1699","2019-03-08 11:40:30","7"
"200","46","138","1983-07-26 02:15:57","3"
"201","19","686","1971-12-14 15:48:56","2"
"202","30","9","1979-10-30 23:25:33","8"
"203","58","1783","1990-06-18 09:13:58","2"
"204","93","1708","1971-05-10 19:50:16","5"
"205","125","1771","1994-11-03 04:12:30","8"
"206","64","97","1984-03-26 19:11:47","2"
"207","197","1376","2016-08-14 08:10:04","6"
"208","169","307","2002-06-15 07:19:14","4"
"209","191","1219","2005-12-06 21:24:16","10"
"210","195","1826","2004-09-12 07:44:19","3"
"211","117","1180","1985-04-28 08:29:12","8"
"212","2","1645","2010-02-03 06:14:18","2"
"213","178","205","2008-07-03 12:16:30","2"
"214","22","1460","1981-10-26 10:59:13","9"
"215","3","591","1994-11-29 04:14:35","8"
"216","1","114","2021-11-03 12:34:37","5"
"217","178","1519","2003-11-18 20:47:29","9"
"218","138","156","1984-11-02 15:12:59","5"
"219","2","310","2014-01-26 21:09:56","3"
"220","195","1997","1986-05-22 19:49:42","8"
"221","184","1630","1995-07-11 17:44:53","7"
"222","80","649","1988-10-18 13:20:11","8"
"223","182","484","1998-04-13 18:17:18","2"
"224","56","901","1985-10-26 23:41:30","4"
"225","150","1075","1976-09-30 10:34:43","10"
"226","101","347","1994-04-21 16:41:05","10"
"227","8","1856","1989-11-13 06:57:28","5"
"228","170","852","2003-06-01 05:38:58","7"
"229","191","1883","1980-08-28 09:45:34","8"
"230","160","1316","2009-02-05 18:27:47","3"
"231","105","1264","2022-04-28 00:36:27","4"
"232","48","752","2016-12-10 22:48:40","7"
"233","172","1336","2008-01-30 01:20:43","4"
"234","50","5","1993-03-29 23:27:53","5"
"235","174","1834","1988-03-15 07:41:26","9"
"236","16","1291","1987-03-26 20:10:31","2"
"237","37","724","2001-10-21 15:03:42","5"
"238","101","1548","2020-01-08 22:19:50","2"
"239","91","1630","1980-02-18 19:43:02","4"
"240","22","1124","2011-07-16 13:19:45","9"
"241","36","987","1992-10-24 17:53:50","4"
"242","92","1437","1996-01-04 05:33:37","6"
"243","118","1676","2021-08-24 05:35:29","1"
"244","187","1805","1999-10-14 06:58:26","3"
"245","113","992","1974-07-31 21:14:56","3"
"246","18","1311","1980-02-08 13:43:12","4"
"247","139","298","1999-11-07 03:46:16","3"
"248","116","12","1977-02-08 14:55:56","10"
"249","96","1935","1995-06-27 18:35:17","8"
"250","193","522","1973-02-26 02:59:41","3"
"251","196","1810","1978-11-02 19:44:17","1"
"252","66","1842","1978-09-23 08:34:53","5"
"253","154","1479","2007-01-28 07:30:37","7"
"254","29","861","2004-10-24 07:58:08","4"
"255","98","1068","1980-05-03 08:43:50","4"
"256","46","1025","1989-03-29 10:24:41","7"
"257","110","122","2005-03-04 20:25:45","1"
"258","70","849","1998-06-13 18:47:33","3"
"259","29","1589","2000-02-15 01:58:21","3"
"260","71","1423","1989-03-01 18:55:57","7"
"261","107","1840","2016-11-09 09:16:16","9"
"262","168","241","2014-12-14 03:35:11","2"
"263","7","840","1977-02-27 09:57:03","9"
"264","175","983","2000-06-30 03:13:40","2"
"265","16","1488","1989-10-24 04:06:31","10"
"266","75","1732","1993-12-19 18:59:55","8"
"267","122","12","1977-05-07 19:16:54","5"
"268","87","152","2005-03-04 17:01:02","9"
"269","94","289","2022-05-10 02:47:39","3"
"270","22","707","1971-06-22 22:54:02","2"
"271","160","1705","2006-06-09 21:11:59","3"
"272","199","989","2017-04-17 23:27:32","4"
"273","151","1486","1996-03-14 08:15:28","2"
"274","135","177","2023-07-11 15:40:13","6"
"275","94","283","2002-09-25 18:21:48","6"
"276","33","586","1984-05-26 12:46:28","10"
"277","10","1376","2016-02-15 17:49:26","9"
"278","165","1538","1989-12-29 21:46:00","7"
"279","197","403","1970-03-15 06:20:19","8"
"280","189","1764","2012-09-07 03:40:14","2"
"281","7","871","2006-03-16 05:09:24","5"
"282","93","1806","2022-02-20 02:57:54","9"
"283","142","920","1978-09-17 14:45:29","8"
"284","110","824","2009-07-22 12:29:33","4"
"285","138","230","2000-11-29 21:36:00","3"
"286","44","896","2001-11-15 19:29:39","5"
"287","195","1268","2012-05-14 12:19:29","5"
"288","163","296","2012-08-08 10:23:16","4"
"289","134","1638","1980-12-10 21:12:24","3"
"290","24","479","1991-11-26 19:13:22","2"
"291","150","462","2011-11-23 20:08:54","10"
"292","174","1362","2020-12-23 22:10:53","3"
"293","172","239","1996-10-15 14:03:42","4"
"294","61","1367","2005-03-24 13:09:15","1"
"295","15","352","1994-10-24 10:51:30","9"
"296","156","477","2014-02-26 00:42:52","1"
"297","104","1405","1971-11-19 15:58:24","8"
"298","147","60","1975-09-14 06:35:30","4"
"299","117","1464","1986-06-14 07:56:01","6"
"300","77","616","2014-08-21 07:41:59","3"
"301","164","857","1995-03-06 06:00:16","8"
"302","167","267","2021-07-12 03:49:25","1"
"303","89","1726","1995-09-29 07:30:03","1"
"304","111","1864","1995-08-30 11:33:45","7"
"305","24","1814","1973-04-29 00:27:20","8"
"306","194","562","1993-03-25 02:54:06","2"
"307","198","913","2012-08-20 13:16:17","9"
"308","117","1912","1976-04-24 05:02:54","5"
"309","152","1124","1988-04-24 00:05:45","7"
"310","177","305","1973-06-07 08:15:02","10"
"311","55","278","2023-07-24 17:37:08","8"
"312","155","635","1975-04-25 22:49:34","5"
"313","92","205","2010-05-11 02:38:54","8"
"314","59","311","2010-07-15 13:21:55","6"
"315","75","1673","2002-08-16 09:35:01","6"
"316","115","477","2000-06-06 23:44:48","6"
"317","141","451","2006-05-25 23:40:19","1"
"318","50","1447","2003-11-01 18:23:54","1"
"319","158","1087","1978-01-04 12:34:51","4"
"320","34","394","1978-05-15 02:18:33","7"
"321","79","1959","2021-03-27 23:51:12","9"
"322","182","218","2019-10-17 08:06:07","10"
"323","91","868","1975-04-05 14:48:52","3"
"324","114","874","2000-12-05 08:42:17","8"
"325","158","218","1980-04-01 12:13:25","4"
"326","78","1292","1991-01-06 08:40:04","4"
"327","17","635","2017-10-26 20:46:22","3"
"328","116","156","2011-03-13 15:56:37","8"
"329","70","832","2020-07-29 03:42:49","2"
"330","13","1111","2012-11-18 11:59:19","10"
"331","15","328","2001-10-14 17:50:10","6"
"332","45","739","1985-08-08 21:47:26","10"
"333","199","206","2000-06-19 00:58:21","1"
"334","79","693","1980-04-08 12:17:14","7"
"335","79","503","2022-01-17 03:25:20","5"
"336","66","9","1981-09-11 17:30:41","2"
"337","120","991","1985-02-04 05:59:57","1"
"338","15","116","1973-09-15 22:29:56","8"
"339","192","645","1976-04-12 02:53:09","8"
"340","141","275","2017-05-25 03:05:30","6"
"341","22","1406","2023-10-31 10:57:07","3"
"342","92","551","2008-12-04 17:03:01","9"
"343","39","278","2014-06-30 06:58:08","1"
"344","12","336","1993-01-18 23:35:28","6"
"345","109","1534","2007-10-31 16:35:36","7"
"346","83","404","1992-04-14 13:44:48","2"
"347","3","859","1979-07-13 04:36:00","3"
"348","60","1177","2003-07-11 08:03:10","4"
"349","22","827","1987-02-18 03:10:58","5"
"350","70","1357","1988-11-17 21:22:35","5"
"351","1","360","1977-12-11 22:26:22","5"
"352","16","1606","2018-06-07 01:05:26","3"
"353","0","1675","1981-11-17 14:45:25","9"
"354","126","759","1995-05-10 17:56:56","1"
"355","143","1397","2008-01-07 18:32:01","4"
"356","107","1038","1970-09-09 13:51:00","2"
"357","172","406","2005-01-07 07:48:45","2"
"358","65","188","2021-04-21 01:07:22","10"
"359","30","601","1993-12-19 17:54:50","7"
"360","167","565","1984-02-11 00:14:19","5"
"361","51","565","2011-11-05 04:41:04","3"
"362","182","856","1992-08-28 08:27:29","9"
"363","34","724","1971-08-24 17:41:24","3"
"364","83","1415","1973-05-11 03:04:50","9"
"365","71","1404","1989-06-22 10:39:26","10"
"366","195","609","1996-01-20 20:10:31","6"
"367","156","625","1975-02-10 23:50:27","7"
"368","194","1430","2016-04-15 18:40:05","4"
"369","118","1407","2009-09-23 05:09:59","5"
"370","197","116","2001-02-26 00:23:14","5"
"371","110","99","1981-12-04 11:11:57","1"
"372","30","114","2009-10-15 06:03:38","4"
"373","185","598","1975-05-30 09:13:39","5"
"374","177","1434","2001-03-07 05:23:46","7"
"375","92","1926","2021-07-02 05:20:51","10"
"376","178","130","1985-08-15 07:50:56","1"
"377","1","484","2015-08-20 16:00:37","3"
"378","195","1527","2013-03-08 00:32:04","7"
"379","87","167","1991-05-13 02:42:16","9"
"380","44","375","2020-04-19 18:45:23","5"
"381","123","1997","2019-08-26 22:15:26","1"
"382","95","37","1973-01-29 05:34:03","6"
"383","46","1709","1981-10-31 23:15:33","6"
"384","100","283","1971-07-25 09:26:41","4"
"385","176","1116","1993-09-28 12:42:35","10"
"386","30","1291","2000-08-04 11:52:56","9"
"387","30","199","1978-10-06 23:01:01","3"
"388","170","237","1992-11-23 05:22:38","3"
"389","111","1687","2006-10-13 19:55:12","10"
"390","125","24","1997-04-19 17:47:06","9"
"391","123","1415","2004-07-05 19:53:09","2"
"392","66","577","2020-07-01 03:15:20","7"
"393","36","60","1996-05-08 04:10:09","8"
"394","14","352","1986-08-27 18:56:55","8"
"395","141","1938","2012-10-10 17:25:10","4"
"396","93","803","1981-07-26 17:44:45","5"
"397","67","1945","1996-08-24 13:10:07","5"
"398","83","1780","2018-06-17 21:35:13","4"
"399","170","491","2017-01-26 17:07:19","6"
"400","119","992","2015-04-21 01:11:01","8"
"401","95","1500","2003-04-04 10:40:41","7"
"402","146","401","1977-08-18 16:12:08","7"
"403","43","195","1985-02-24 11:42:18","8"
"404","94","1574","2022-01-12 21:07:00","2"
"405","163","1896","2015-09-17 06:01:12","7"
"406","173","1263","2002-01-20 02:37:30","3"
"407","57","1165","2022-12-01 20:10:16","4"
"408","190","177","2013-05-01 08:00:18","6"
"409","133","994","1976-10-19 17:37:32","5"
"410","105","1395","1973-12-16 04:08:12","7"
"411","181","1664","2014-12-25 11:35:53","3"
"412","27","1877","1973-02-10 15:27:33","3"
"413","175","1467","1996-11-29 03:06:54","8"
"414","33","1157","1994-11-13 00:56:57","2"
"415","94","280","1995-04-30 19:41:03","10"
"416","139","612","1970-12-21 00:17:47","4"
"417","63","1329","1977-10-20 14:25:50","8"
"418","55","1353","1996-08-23 18:41:27","2"
"419","101","316","2002-05-12 08:39:14","1"
"420","16","114","1992-01-13 02:39:09","4"
"421","81","889","2023-06-21 13:57:46","7"
"422","131","787","2024-09-21 13:35:39","7"
"423","20","1104","2000-04-14 08:55:06","3"
"424","144","456","1994-05-13 03:01:37","10"
"425","181","758","1989-10-09 21:46:58","4"
"426","44","1669","1972-07-25 21:05:49","8"
"427","26","1451","1999-12-01 18:31:12","4"
"428","182","1260","2015-08-03 09:02:21","2"
"429","16","805","2022-08-08 12:28:22","1"
"430","103","63","2005-08-12 02:21:33","7"
"431","122","905","2000-09-28 01:50:52","4"
"432","197","170","2018-02-27 17:57:35","6"
"433","193","566","1974-09-29 20:20:28","8"
"434","168","98","2020-07-01 04:11:44","6"
"435","112","121","2000-06-12 06:26:07","6"
"436","174","243","1982-02-03 18:12:17","6"
"437","37","94","2019-05-21 12:25:51","2"
"438","160","1646","2004-08-04 16:31:01","2"
"439","37","1552","1973-11-20 22:52:35","10"
"440","25","1934","1991-10-21 22:53:56","1"
"441","77","1795","1978-11-04 18:10:40","1"
"442","5","1854","1995-09-11 08:23:15","10"
"443","69","823","1973-01-03 04:40:40","6"
"444","19","45","2023-11-29 04:51:27","4"
"445","160","645","2000-07-15 14:22:39","9"
"446","16","1305","2022-04-23 23:06:48","9"
"447","145","1160","2004-07-15 05:25:39","7"
"448","55","1430","2002-05-11 04:27:51","6"
"449","166","446","1987-04-07 02:21:57","9"
"450","31","1017","1972-03-30 22:52:42","1"
"451","158","1946","2017-03-31 05:16:08","3"
"452","110","1448","1982-12-11 01:24:53","5"
"453","131","993","2014-08-24 09:23:29","8"
"454","141","756","1988-12-14 03:02:12","3"
"455","105","1707","1992-09-09 11:00:50","3"
"456","119","684","2018-12-10 07:04:41","7"
"457","122","1805","1991-10-14 21:43:16","6"
"458","156","460","1988-09-19 14:53:39","3"
"459","78","657","1972-08-11 23:22:08","6"
"460","90","902","1978-12-21 06:46:46","8"
"461","81","59","1974-07-12 14:33:16","3"
"462","100","918","1972-01-30 02:38:04","3"
"463","5","586","1975-03-05 18:40:07","5"
"464","139","1450","2017-03-20 08:23:13","7"
"465","154","1836","2008-11-01 17:42:41","10"
"466","43","204","1990-12-20 11:08:20","2"
"467","64","1858","2002-07-20 07:44:52","2"
"468","74","69","1979-08-26 18:04:14","6"
"469","77","1598","2003-01-04 13:34:02","8"
"470","7","340","1992-04-11 23:41:14","10"
"471","131","1890","2015-01-02 00:01:52","8"
"472","100","1093","2023-03-14 02:28:39","1"
"473","168","711","2006-08-11 03:33:10","2"
"474","108","520","1996-01-10 12:01:59","6"
"475","157","1460","1988-06-10 17:40:50","3"
"476","12","247","1994-04-15 17:24:27","8"
"477","2","1362","1988-11-30 20:16:35","8"
"478","121","1482","2022-06-06 23:24:11","4"
"479","65","1104","2023-11-27 05:18:52","6"
"480","15","409","1983-03-09 17:11:36","6"
"481","13","529","1988-12-06 19:24:55","3"
"482","15","192","2022-05-20 02:08:26","1"
"483","181","1409","1973-10-26 00:55:05","2"
"484","4","1259","2003-06-05 07:41:34","5"
"485","84","1316","1975-12-11 22:04:58","3"
"486","133","1552","2004-04-03 22:09:04","1"
"487","94","314","2002-07-07 16:26:33","10"
"488","170","979","2001-02-02 07:02:33","8"
"489","97","1077","2006-09-27 19:00:59","1"
"490","194","15","1977-04-27 05:53:11","7"
"491","64","1887","2009-09-17 07:44:32","2"
"492","8","466","2024-12-04 04:04:11","1"
"493","8","1212","1978-07-17 08:55:29","3"
"494","21","1842","1990-08-23 03:28:06","8"
"495","35","1875","2005-12-11 09:40:04","2"
"496","16","1349","2015-12-13 09:44:35","6"
"497","16","1892","2012-08-30 04:12:53","4"
"498","97","871","2007-08-31 12:26:38","5"
"499","48","1171","2015-05-12 02:22:12","7"
"500","58","687","2003-12-21 03:38:00","2"
"501","147","1160","2020-10-14 03:21:06","3"
"502","20","978","2007-09-17 20:51:45","8"
"503","58","1390","1977-05-01 13:40:04","1"
"504","128","1362","2024-05-26 23:09:55","6"
"505","182","1504","1995-06-03 06:42:01","8"
"506","93","1214","1983-02-16 07:41:15","2"
"507","173","1331","1970-09-21 23:54:02","2"
"508","50","862","2019-10-01 15:30:24","8"
"509","39","1300","1993-10-01 15:32:01","1"
"510","69","624","2001-02-13 15:13:53","7"
"511","44","1564","2004-05-23 19:01:29","8"
"512","7","237","2002-09-05 18:02:35","7"
"513","78","1516","1988-07-17 14:25:22","7"
"514","99","32","1971-03-02 13:15:48","5"
"515","10","726","1980-11-08 01:22:06","2"
"516","18","1548","2016-01-02 04:45:37","4"
"517","122","283","2010-11-10 08:35:32","3"
"518","52","1603","2018-04-23 04:54:59","1"
"519","163","170","2008-11-02 08:05:11","5"
"520","137","1882","1978-10-27 16:09:05","9"
"521","53","1998","2011-03-23 08:18:12","5"
"522","76","547","2022-07-20 14:09:14","8"
"523","93","651","1988-06-16 11:41:55","6"
"524","54","1806","1990-07-16 10:29:35","5"
"525","63","1008","2021-03-12 10:31:11","4"
"526","179","410","1983-03-02 11:17:02","3"
"527","187","1795","1981-05-29 20:21:30","4"
"528","174","608","2018-01-28 16:23:19","1"
"529","61","1832","2021-04-03 20:46:36","8"
"530","192","1875","2002-03-14 05:56:45","1"
"531","168","299","1982-08-07 16:37:22","4"
"532","189","1275","2021-09-19 23:11:05","3"
"533","193","397","2024-07-08 04:16:44","7"
"534","0","717","1987-08-01 11:04:00","3"
"535","68","1870","1985-11-22 04:45:49","6"
"536","173","1889","2013-09-26 04:44:37","2"
"537","154","1357","1988-07-25 08:23:21","4"
"538","86","61","1994-11-18 04:57:08","10"
"539","4","195","2014-06-10 02:46:15","8"
"540","124","1877","2008-11-20 21:18:57","3"
"541","51","882","1989-09-16 00:07:39","6"
"542","44","592","1976-09-24 15:03:33","4"
"543","44","1017","2013-07-28 09:15:17","3"
"544","124","529","2013-11-27 11:50:56","3"
"545","81","121","2006-10-24 19:06:42","7"
"546","59","446","1996-09-09 07:44:14","6"
"547","14","893","2009-04-10 16:55:39","10"
"548","151","411","2016-06-07 02:52:34","8"
"549","153","917","2024-01-19 22:12:40","4"
"550","95","1928","2023-12-12 20:37:22","9"
"551","188","657","1973-01-21 04:50:50","9"
"552","146","1362","2005-04-22 07:30:02","9"
"553","45","866","1977-03-22 04:37:17","7"
"554","173","1677","1974-02-22 02:26:53","6"
"555","125","1452","2013-11-21 05:04:23","3"
"556","21","1574","2004-02-10 17:22:32","7"
"557","77","171","1984-03-25 21:38:04","8"
"558","183","1093","2015-11-03 05:40:06","4"
"559","195","415","1990-01-20 01:31:44","1"
"560","77","401","2006-05-24 21:31:30","1"
"561","95","1079","1985-11-06 08:41:41","8"
"562","34","1808","1983-08-04 00:10:38","10"
"563","7","1124","2022-05-25 21:18:46","8"
"564","70","1003","2005-05-15 23:09:30","9"
"565","190","298","2010-02-04 15:32:16","7"
"566","19","466","1979-09-22 14:35:55","7"
"567","80","220","2020-06-24 11:36:04","9"
"568","25","446","1979-09-06 18:03:18","7"
"569","12","826","1973-12-22 07:13:13","7"
"570","194","357","2013-05-19 12:17:04","9"
"571","47","586","1971-10-15 14:20:47","8"
"572","166","1","2018-11-21 12:44:01","4"
"573","128","1423","2003-05-08 16:31:40","9"
"574","16","1362","1988-01-21 06:23:48","7"
"575","102","1041","2008-10-25 05:58:54","10"
"576","5","1087","1978-06-07 14:28:45","5"
"577","40","384","2001-11-24 09:38:46","5"
"578","82","874","1971-03-23 22:26:18","5"
"579","4","358","1987-10-19 19:02:38","8"
"580","86","1048","2002-10-31 17:36:45","1"
"581","64","1989","2009-12-29 08:17:24","3"
"582","171","860","1985-12-30 18:13:05","8"
"583","34","828","1998-10-14 06:52:18","8"
"584","107","1412","1982-03-23 18:54:56","4"
"585","101","1990","1983-02-07 05:37:13","10"
"586","167","319","1974-07-28 19:41:10","6"
"587","88","427","1972-02-20 02:59:40","7"
"588","115","84","1996-07-19 15:52:00","2"
"589","130","500","2015-03-26 19:42:41","7"
"590","125","1800","2020-11-30 09:24:34","3"
"591","79","83","2014-08-23 21:32:40","10"
"592","179","988","1997-11-10 00:47:22","9"
"593","97","309","1987-10-06 06:24:09","9"
"594","131","1259","1980-02-01 12:56:26","7"
"595","168","101","1981-11-20 16:38:21","7"
"596","115","1393","2014-03-12 01:36:22","1"
"597","104","650","1975-10-16 19:25:06","10"
"598","122","342","2016-03-07 07:14:05","10"
"599","131","1342","2010-11-30 04:32:03","9"
"600","9","679","1974-06-09 09:25:41","4"
