"120","Culture ability to","433.53","true","Health","Dinner indeed listen a decision.","-1"
"121","Power","488.34","true","Health","Still quality political other begin war.","-1"
"122","Evening realize","317.98","true","Clothing","Wish floor inside matter nice really listen.","-1"
"123","Throw like lawyer","173.16","false","Food","North friend state do.","-1"
"124","Go simple","210.03","false","Home","If share land involve education little direction.","-1"
"125","Growth main","477.19","true","Books","Piece but arrive garden free perform civil.","-1"
"126","Hope could many","85.50","true","Toys","Could foreign mind myself surface old charge.","-1"
"127","Management production up our","16.31","false","Health","Room a artist drug them particular produce.","-1"
"128","Technology serious","217.82","false","Home","Rate clear newspaper ground just keep production.","-1"
"129","Attack detail box","79.50","false","Home","Throughout region again debate take.","-1"
"130","Now so must plant","491.85","true","Health","Herself Mr bad wide manage.","-1"
"131","Democrat","214.78","false","Food","Should dream whose.","-1"
"132","Per","442.65","false","Books","Body language there wonder him.","-1"
"133","Until direction opportunity","479.11","true","Books","Once machine western month itself history the bring.","-1"
"134","Professor while seven those","60.90","false","Books","Evening his gas health sort couple station my.","-1"
"135","Middle add traditional","419.02","false","Food","Yet between night western serious edge.","-1"
"136","Minute technology","300.16","false","Beauty","Girl newspaper religious yet really.","-1"
"137","Human participant","381.56","false","Books","Wind natural customer letter finish campaign.","-1"
"138","Professor show bar","419.41","false","Toys","Be add sound.","-1"
"139","Republican without","262.70","false","Toys","Increase mother important ball.","-1"
"140","You company drop","223.86","false","Beauty","Point especially that.","-1"
"141","First natural without","24.90","true","Toys","Employee argue home exactly.","-1"
"142","Effect fine","413.68","false","Clothing","Hear minute discuss space himself draw.","-1"
"143","Better consumer","65.56","true","Toys","Including month matter environmental issue recently until.","-1"
"144","Remember take","182.25","true","Books","Small control work name Congress.","-1"
"145","Understand relate church","388.71","true","Toys","Seat model similar sometimes.","-1"
"146","Seven","235.25","true","Clothing","Measure defense mouth manage camera beat.","-1"
"147","Way","422.10","true","Home","Late every include generation how risk.","-1"
"148","Only scientist","439.05","true","Health","Eat report to product outside they eye.","-1"
"149","Challenge project happen white","256.82","false","Books","Southern very talk part fund feeling cause.","-1"
"150","Visit red","169.44","false","Clothing","Receive may push serious successful country.","-1"
"151","Enter cold","71.76","false","Food","Feeling trade money smile create either.","-1"
"152","Adult others","438.32","true","Toys","Peace trade product participant.","-1"
"153","Across yard","8.02","true","Toys","Hotel matter guy great old.","-1"
"154","Record should","7.76","false","Food","Culture continue condition probably particularly measure.","-1"
"155","Physical treat dinner able","223.77","true","Home","Be financial plan phone step country article.","-1"
"156","Firm woman","382.35","false","Clothing","Especially position learn senior today mention.","-1"
"157","Resource part instead","81.77","false","Toys","Once born control white.","-1"
"158","Rather beyond","391.54","false","Food","Meeting movie avoid American address simply.","-1"
"159","Thousand impact","401.61","true","Food","Be hot often worry.","-1"
"160","Determine","211.03","true","Health","Night reflect image throughout.","-1"
"161","Area student there","74.71","true","Home","Western store office explain education idea across player.","-1"
"162","Need","396.99","true","Beauty","Significant strategy medical voice.","-1"
"163","Well according","420.41","true","Food","Beat debate late radio.","-1"
"164","Movie base firm","196.99","false","Health","International available despite popular stock memory challenge.","-1"
"165","Century alone","330.72","true","Home","Environment few voice thank local option five.","-1"
"166","Level generation since also","196.46","false","Toys","Economic baby book.","-1"
"167","Short during agency","259.14","true","Health","Wall conference especially.","-1"
"168","Series think industry","415.82","true","Home","Raise suggest six claim analysis school.","-1"
"169","Probably up strategy","356.36","false","Books","Your outside wish community kid official within.","-1"
"170","Show ten century","219.50","true","Food","Drive effort drop onto until.","-1"
"171","Walk draw front","324.18","false","Books","Nearly movie report boy two.","-1"
"172","Daughter consider group","127.90","true","Health","Family event dark such firm.","-1"
"173","Animal","98.25","true","Toys","Ball may read information fire purpose very.","-1"
"174","Approach trip throughout","171.20","false","Health","Final tonight table loss detail put.","-1"
"175","Yet so","46.64","true","Toys","Former run others believe nor after small.","-1"
"176","Before open","200.90","true","Toys","Most ten cup far training opportunity difficult candidate.","-1"
"177","Election small","74.94","false","Books","Together professional wind consider.","-1"
"178","Admit Mrs look call","417.94","false","Beauty","Social say about century debate.","-1"
"179","Push industry certainly","275.05","false","Books","First thing discuss power safe push country.","-1"
"180","Majority good open","144.27","false","Health","Compare box operation prepare.","-1"
"181","System resource truth","235.18","false","Food","Seven concern attention key force.","-1"
"182","Anything strategy hope","369.49","true","Toys","Charge alone pattern might offer indeed light.","-1"
"183","Wrong best I","259.86","false","Home","Cut drive out.","-1"
"184","Attorney stock defense","101.27","false","Beauty","Message page nearly mind.","-1"
"185","It house political energy","409.60","true","Food","Reduce alone culture democratic radio.","-1"
"186","Character","121.58","false","Beauty","Structure face forget result professor.","-1"
"187","Theory become","63.63","false","Health","Discover carry TV drive.","-1"
"188","Memory","144.18","false","Home","Meet floor right growth.","-1"
"189","Customer far","357.54","false","Clothing","Kid explain product money.","-1"
"190","Majority choice chance of","135.94","true","Beauty","Kid support interest conference.","-1"
"191","Firm","384.60","true","Home","Big early amount team.","-1"
"192","Beat start say either","287.48","true","Books","Quickly ok road military.","-1"
"193","Practice physical actually","73.90","true","Toys","Per attack evidence especially life sister official yeah.","-1"
"194","Center without","30.44","false","Food","Town worker present defense become result.","-1"
"195","Their defense","163.01","false","Clothing","Natural can forward notice mouth hold customer.","-1"
"196","Knowledge player","121.82","false","Toys","Happy last hit poor.","-1"
"197","Program","397.98","false","Health","Life successful season crime study environment.","-1"
"198","Remain cup they","135.65","false","Books","Environmental them really debate energy religious sport.","-1"
"199","Least","158.41","true","Food","While buy group return.","-1"
"200","Kid reach government","434.55","false","Food","Worry newspaper laugh benefit.","-1"
"201","Teach hit lose","201.81","true","Clothing","Over feeling money newspaper question.","-1"
"202","Charge","0.11","false","Toys","Suggest drug thing number end commercial last.","-1"
"203","Board","2.13","false","Home","Name may feeling begin name.","-1"
"204","Scientist early","428.14","true","Clothing","Let toward reason key.","-1"
"205","Agree her whether","51.39","true","Home","Either himself leg organization nice.","-1"
"206","Cost policy across","215.77","true","Food","Finish pick shake level season tough general.","-1"
"207","Cost develop","236.41","true","Food","Small reflect put again big role stand consider.","-1"
"208","Week own necessary","16.62","false","Clothing","Activity note attention yeah process rest.","-1"
"209","If everything bad","11.69","false","Home","Culture far share.","-1"
"210","Large message exist","19.11","false","Clothing","Sit receive policy discussion machine hundred.","-1"
"211","Product","222.81","false","Home","Human station truth house.","-1"
"212","Return few natural fight","418.74","true","Food","Keep kid assume dinner former heavy.","-1"
"213","Fund consumer through theory","397.12","true","Health","Power condition pressure would truth.","-1"
"214","Push conference however","159.68","true","Books","Time blood bring spring.","-1"
"215","Safe figure","200.04","false","Food","Art practice stock detail.","-1"
"216","Plant nature day","448.08","false","Beauty","Hard far around almost.","-1"
"217","Clearly","447.76","true","Clothing","Cause way night somebody baby assume since break.","-1"
"218","Various item","58.60","false","Health","Big talk role instead candidate phone when.","-1"
"219","Easy role yes","458.47","false","Health","Hotel fill not before painting sure whom.","-1"
"220","Wall measure","10.01","true","Books","Present carry break majority low.","-1"
"221","Every end","71.05","true","Home","Customer plan maybe manager place fly.","-1"
"222","Pay real","180.51","true","Food","Ground point discuss almost serious Mr sing.","-1"
"223","Turn another","137.92","true","Food","Similar entire pretty.","-1"
"224","Effect unit","421.67","true","Books","The particular available expect really.","-1"
"225","Evening","2.03","true","Food","Doctor nature cup whom poor send.","-1"
"226","Law national","230.75","false","Toys","Bring society industry control thank direction.","-1"
"227","Top his outside project","476.24","false","Clothing","Child investment yourself still.","-1"
"228","Education red","81.72","true","Food","You economy huge miss.","-1"
"229","Fly rock make","61.32","false","Food","Heart message matter position water.","-1"
"230","Instead room","389.52","true","Beauty","Beat sometimes Republican agent manage special way.","-1"
"231","Near model new","375.90","false","Health","Senior parent decision involve despite close paper pick.","-1"
"232","Firm key reason","79.62","false","Clothing","Rich yeah simple guess member hour movement.","-1"
"233","Benefit thus mean certainly","478.43","true","Beauty","Likely off anything pick none none ball.","-1"
"234","Turn think tree","21.42","true","Beauty","Fill final oil Congress.","-1"
"235","Realize","386.60","false","Clothing","Individual environment main protect.","-1"
"236","Certainly special seven","321.98","true","Food","Let guy son last.","-1"
"237","Class wish","360.43","true","Clothing","Mr painting role company.","-1"
"238","Clear various production","59.14","false","Food","Four seven ability probably few.","-1"
"239","College newspaper","243.30","true","Home","To black her become less.","-1"
"240","Religious around","57.19","true","Toys","Throughout example office between table tonight suddenly idea.","-1"
"241","Most reflect","391.43","true","Home","Throughout concern class right deep.","-1"
"242","Stage short put","233.84","true","Food","Someone young learn argue glass matter.","-1"
"243","Assume trouble","225.55","true","Food","Follow current pay fire.","-1"
"244","Team operation point","246.64","false","Toys","Performance perform conference.","-1"
"245","Matter remember","56.39","false","Books","Lay work no.","-1"
"246","National probably thank","162.77","false","Books","Certain return suddenly wish loss cause base.","-1"
"247","Together","70.97","true","Beauty","Property she push serve rule.","-1"
"248","Western worry week","317.86","false","Clothing","Rest others development account knowledge action.","-1"
"249","Simple as","325.16","false","Toys","Since laugh model make speak.","-1"
"250","Thank kitchen move","205.85","false","Clothing","Degree training level.","-1"
"251","Idea school","423.87","true","Books","Week color wait cover thank.","-1"
"252","Me media","300.23","false","Beauty","Its contain such approach although.","-1"
"253","Smile reveal","452.75","true","Books","Position hand benefit major friend.","-1"
"254","Data difference others","227.77","false","Beauty","Style believe tough wait candidate under.","-1"
"255","Every put","86.57","false","Health","How artist gas this.","-1"
"256","Unit operation foreign","246.77","false","Food","The arrive former within night want.","-1"
"257","Strong","415.79","true","Toys","Yourself front season suddenly really social standard.","-1"
"258","Life ahead","439.03","false","Toys","Southern feel fear choose.","-1"
"259","According foot choice","413.03","false","Toys","Southern church inside series tell thank type.","-1"
"260","Traditional start","173.16","false","Health","Behavior both long toward.","-1"
"261","Agree tax","168.33","false","Health","Training see we find knowledge treatment.","-1"
"262","Then say","242.01","false","Home","West none family clear risk.","-1"
"263","Current wife","60.45","false","Books","Represent performance cold if project.","-1"
"264","Statement unit","210.10","true","Home","Movie democratic score world respond.","-1"
"265","Significant specific","81.98","true","Toys","Degree article available possible order.","-1"
"266","Manage probably","266.37","true","Books","Space a would free finally national difficult.","-1"
"267","Activity include","36.42","false","Toys","Feel chance although address.","-1"
"268","Training hundred it start","291.59","false","Toys","Ready lawyer attack simply.","-1"
"269","Subject","46.16","false","Clothing","Safe prepare blue tend.","-1"
"270","If executive success","13.85","false","Home","Cut message green early allow manage wind.","-1"
"271","Third","424.25","false","Clothing","Culture along budget serious form fight century.","-1"
"272","Result every war","408.14","false","Books","Improve hit nice kind performance.","-1"
"273","Try poor modern","110.65","false","Clothing","Rock music check close agreement box people.","-1"
"274","People conference indicate","6.97","false","Books","Democratic know party single technology similar seem.","-1"
"275","Entire front bit style","251.47","false","Beauty","Grow crime future drop.","-1"
"276","Could her","273.32","true","Food","Theory protect movement.","-1"
"277","Effect remember","261.38","true","Beauty","Purpose good challenge business rule sometimes.","-1"
"278","Community tonight","126.68","true","Beauty","Group environmental foreign threat billion.","-1"
"279","Less physical","259.16","true","Toys","Should five particular machine exist improve.","-1"
"280","Less concern","390.14","false","Books","Blue walk water while woman travel not identify.","-1"
"281","Model dinner simply","83.83","true","Beauty","Certainly group member it chance our they will.","-1"
"282","Set test","171.19","true","Health","Through bill seat no type save local past.","-1"
"283","Expert thing bed","21.81","false","Food","Detail open future rich seat total.","-1"
"284","Sometimes although best","478.90","false","Toys","Kitchen gas fly drug good.","-1"
"285","With travel responsibility","103.02","false","Home","Final soldier against take budget agency century.","-1"
"286","Anything trial","149.25","false","Books","Shake property fish plan.","-1"
"287","Expert assume every walk","109.20","false","Beauty","Coach yard treat.","-1"
"288","Have approach","114.28","false","Food","So say movie world show market understand.","-1"
"289","Still simply during","379.27","true","Beauty","Among nice operation risk.","-1"
"290","Its practice how save","390.81","false","Home","Camera federal family I miss.","-1"
"291","Low","292.72","true","Clothing","Production scene start of wind white message.","-1"
"292","Land trouble staff","165.88","true","Home","Sea speak subject yet forget open.","-1"
"293","Cultural pull above","476.02","true","Food","Might trade matter door.","-1"
"294","Feeling two customer","381.51","false","Clothing","Address teach simply wait similar blood.","-1"
"295","Child lead","416.44","false","Health","Necessary lawyer else behind.","-1"
"296","Need simply","184.42","false","Beauty","Community expect live music field under.","-1"
"297","Phone avoid stand stop","413.57","true","Food","Reason make knowledge during whom.","-1"
"298","Them answer","227.48","true","Food","Learn economic recent.","-1"
"299","Bill should hundred","28.33","true","Books","Election modern simple.","-1"
"300","Expect attention loss full","171.29","true","Home","Kind religious question him amount.","-1"
"301","Resource box","124.03","false","Books","Manage management conference energy although well far.","-1"
"302","Phone director accept","439.98","true","Books","Thus close among move class often.","-1"
"303","Cause natural","208.49","true","Food","Single share down try happen show.","-1"
"304","Beat offer rate","187.08","false","Books","Edge change structure control career state six.","-1"
"305","Five old","320.79","true","Health","Eight energy continue industry best change.","-1"
"306","From side","191.47","false","Toys","Increase deal citizen least.","-1"
"307","Interview somebody reflect she","187.17","true","Clothing","Speak behind appear home person current able.","-1"
"308","Director pass machine want","307.54","false","Clothing","Compare television fly mean last.","-1"
"309","Test direction call","9.58","false","Clothing","Sense fine street make case debate administration.","-1"
"310","Perhaps where","116.00","true","Toys","Card effect water officer network side.","-1"
"311","North product well","378.61","false","Toys","Responsibility career season how still general something face.","-1"
"312","Employee remember out","407.59","true","Home","Several lay say story improve money real.","-1"
"313","Billion establish character","107.39","true","Books","Their or city bit your.","-1"
"314","Offer exist","31.35","false","Beauty","Free other modern end blue.","-1"
"315","Visit speak ahead","373.54","false","Toys","Soon budget instead property or their that nation.","-1"
"316","American call","421.46","true","Food","Or try such or much tree book.","-1"
"317","Network deep politics I","21.10","true","Home","They now population in full.","-1"
"318","Value sense","70.34","true","Home","Tree his current data whether.","-1"
"319","Industry skin","492.65","true","Toys","Surface play four economy do often.","-1"
"320","Anything town board","221.82","true","Toys","Foreign boy executive year.","-1"
"321","Themselves field","292.08","true","Clothing","Trade different draw always.","-1"
"322","Approach live necessary","217.31","true","Health","Company far last dark power energy.","-1"
"323","Course laugh civil","109.72","false","Food","Hospital capital others majority something.","-1"
"324","Tough radio not account","228.27","false","Books","Fire growth alone until sell occur person social.","-1"
"325","Argue","208.79","false","Clothing","Too high inside.","-1"
"326","Such","173.05","true","Food","Ready the theory moment better of music defense.","-1"
"327","In evidence board business","79.70","true","Books","Trial hundred anything morning surface the candidate reality.","-1"
"328","At direction share","60.19","false","Toys","Eight speech near need recently hospital.","-1"
"329","Score speak answer","157.49","false","Home","Score inside significant than discuss ask team maybe.","-1"
"330","Under white field","441.65","false","Food","Focus floor subject debate believe federal.","-1"
"331","Drug wall","83.40","true","Clothing","Ever voice hotel at week.","-1"
"332","Quickly world police","413.67","false","Food","Hotel agent clear art international time.","-1"
"333","American under product","293.75","true","Beauty","Which worry door tonight.","-1"
"334","Interesting measure value","472.62","true","Home","Chair cover care time agree.","-1"
"335","Feeling moment","195.59","true","Beauty","Miss great without.","-1"
"336","Ago question left","260.29","false","Clothing","Teacher where close democratic body my.","-1"
"337","Model pick","364.94","false","Food","Scene arrive whatever wrong to.","-1"
"338","One sort blue since","244.45","false","Clothing","Require computer civil.","-1"
"339","Feel wear","296.06","true","Books","Shoulder protect hard election speech right example.","-1"
"340","Former hear candidate","329.56","true","Toys","Clearly increase much right.","-1"
"341","Government medical science mind","456.08","false","Home","Step inside so section reveal structure chair.","-1"
"342","Impact no","17.44","false","Food","Base play kitchen try.","-1"
"343","Country program prove very","426.28","false","Home","Impact network alone culture exist deal area.","-1"
"344","Reason expect capital","98.79","false","Toys","Family among job reality action coach billion.","-1"
"345","Discover she shoulder","256.45","true","Home","Democrat among hotel service everything writer.","-1"
"346","Resource door only","18.62","true","Books","Than later analysis yet.","-1"
"347","However picture agree","314.36","false","Home","Daughter main both purpose ready become leader.","-1"
"348","People and","51.45","false","Toys","Eye between able tax owner.","-1"
"349","Manager major","285.86","false","Health","Child above lawyer teacher.","-1"
"350","There floor run bag","393.78","false","Clothing","Require quality information citizen without.","-1"
"351","Family property upon","302.00","false","Beauty","Return range happen look attorney.","-1"
"352","Decision TV","214.59","false","Clothing","Thousand ask possible decide career professor experience.","-1"
"353","Concern above","286.74","false","Toys","Everyone accept politics too goal join reduce.","-1"
"354","Any","127.54","true","Beauty","Others bring wait community paper attack edge.","-1"
"355","Just writer","81.27","true","Home","Probably article last forward position article probably.","-1"
"356","Watch","28.81","true","Toys","Six manager son beyond change.","-1"
"357","Rise pick suggest","102.68","true","Health","Model citizen government big increase.","-1"
"358","Meet morning book","490.50","true","Toys","Impact next not.","-1"
"359","With visit door","8.07","true","Beauty","Born same wall wife before eight.","-1"
"360","Window blood","119.33","false","Toys","Wish race book career brother gun small truth.","-1"
"361","At","209.37","false","Food","Majority determine away girl.","-1"
"362","Class PM","119.70","true","Food","Around ground left north while measure.","-1"
"363","Whose thus goal","444.77","false","Food","Tonight some spend interest though role firm instead.","-1"
"364","Car thousand","478.48","false","Home","Report reason country debate son.","-1"
"365","Consumer any","413.48","true","Toys","Nature another check group indeed feel should whose.","-1"
"366","School yard quality","339.59","true","Clothing","Good business us region receive for data Republican.","-1"
"367","Guy answer","357.56","true","Beauty","Assume away debate positive somebody our green.","-1"
"368","Finish","355.35","true","Food","General improve run its.","-1"
"369","Time certainly lay","274.85","false","Beauty","Bank main according.","-1"
"370","Money purpose","471.48","true","Clothing","Offer trip occur accept technology all describe.","-1"
"371","Organization left","91.57","true","Beauty","Us likely machine.","-1"
"372","Stuff seem","416.58","false","Health","Present between color public return American magazine.","-1"
"373","Environment different some","23.04","false","Clothing","Paper age physical current note.","-1"
"374","There reality size","273.68","true","Clothing","You eight describe pattern.","-1"
"375","Start chance southern","485.52","false","Beauty","Group table together shoulder green wife.","-1"
"376","Public according understand","187.27","true","Food","Team industry only world various picture.","-1"
"377","Five admit play","38.27","false","Beauty","Dog receive wife point.","-1"
"378","Tonight woman","123.83","false","Beauty","Political at film kitchen environment method myself.","-1"
"379","Pick structure","174.39","true","Books","Whom fast late surface concern law.","-1"
"380","Share present","416.55","false","Beauty","Gas any manager political keep attack behavior.","-1"
"381","Exist these perhaps","432.43","false","Beauty","Wind include allow must point great tonight.","-1"
"382","Like mean international range","30.39","true","Health","Rate measure brother approach five.","-1"
"383","Live","350.93","true","Health","Our wind painting.","-1"
"384","Economy evening same","468.86","true","Food","Understand cut make drug during.","-1"
"385","Stage could","292.91","false","Books","Create day party decade high clear.","-1"
"386","Past trade","48.98","false","Books","Glass way face.","-1"
"387","Heavy development nice","271.77","true","Home","Hard movement similar certainly little talk.","-1"
"388","Money something move","348.17","true","Books","And together detail measure green.","-1"
"389","Next week scientist","357.94","false","Beauty","Sound again professor operation next black bag.","-1"
"390","Indeed fill Democrat","236.22","false","Health","Small hair strong reveal future girl character.","-1"
"391","Anything western","92.63","false","Home","Civil audience drive may.","-1"
"392","Least building","264.45","false","Clothing","Type structure so magazine worker.","-1"
"393","Message become of Republican","239.38","true","Food","Budget standard very night federal top bill.","-1"
"394","Among simply shake","405.39","true","Food","Her front watch religious star.","-1"
"395","Type note land","234.53","false","Clothing","Course lose since amount suggest city clear.","-1"
"396","Race born","62.54","true","Health","Help budget television message.","-1"
"397","Push arrive","56.25","true","Beauty","Peace act very effort.","-1"
"398","Oil tree certainly","336.37","true","Food","View PM coach upon.","-1"
"399","Draw seat","469.50","false","Clothing","Consider social example state into change treatment figure.","-1"
"400","After last","223.85","false","Books","Research man former summer.","-1"
"401","Thus","58.75","false","Clothing","Mean edge among direction yard trouble smile.","-1"
